actors,awards,boxoffice,cntitle,country,doubanId,filetype,fileurl,genre,imdbid,movieid,omdbid,plot,poster,rating,runtime,source,timein,title,tmdbid,year
"Ryûhei Matsuda, Aoi Miyazaki, Joe Odagiri, Kaoru Kobayashi",16 wins & 16 nominations.,,编舟记,Japan,,,,Drama,tt2315226,,,"Majime, an eccentric man in publishing company, who has unique ability of words, joins the team that will compile a new dictionary, 'The Great Passage.' In the eclectic team, he becomes ...",https://m.media-amazon.com/images/M/MV5BMzdlYTM4MzEtMGZjYi00ZGUzLTg0MWEtNDJhMmIzMTMzZGM2L2ltYWdlXkEyXkFqcGdeQXVyNDcwNTI3OTg@._V1_SX300.jpg,7.2,134,,,The Great Passage,,2013
"Hiroyuki Sanada, Rie Miyazawa, Nenji Kobayashi, Ren Osugi",Nominated for 1 Oscar. Another 38 wins & 8 nominations.,,黄昏清兵卫,Japan,,,,"Drama, History, Romance",tt0351817,,,"As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing clan loyalties, 2 young daughters, an aged mother, and the sudden reappearance of his childhood sweetheart.",https://m.media-amazon.com/images/M/MV5BNTdjNDhmMmYtM2UzYi00ZDUxLWE2M2EtMGRjZDNiY2JmYzM5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,8.1,129,,,The Twilight Samurai,,2002
"Julianne Moore, Steve Coogan, Alexander Skarsgård, Joanna Vanderham",3 wins & 8 nominations.,1000000.0,梅西的世界,USA,,,,Drama,tt1932767,,,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",https://m.media-amazon.com/images/M/MV5BMTY1MDk0MTIzN15BMl5BanBnXkFtZTcwNDM3NzkxOQ@@._V1_SX300.jpg,7.4,99,,,What Maisie Knew,,2012
"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",Won 5 Oscars. Another 106 wins & 101 nominations.,,美国丽人,USA,,,,Drama,tt0169547,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,8.3,122,,,American Beauty,,1999
"Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing",Nominated for 1 Golden Globe. Another 85 wins & 101 nominations.,46024508.0,阿黛尔的生活,"France, Belgium, Spain",,,,"Drama, Romance",tt2278871,,,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",https://m.media-amazon.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@._V1_SX300.jpg,7.7,180,,,Blue Is the Warmest Colour,,2013
"Nova Pilbeam, Derrick De Marney, Percy Marmont, Edward Rigby",,,年轻姑娘,UK,,,,"Crime, Mystery, Romance, Thriller",tt0029811,,,A man on the run from a murder charge enlists a beautiful stranger who must put herself at risk for his cause.,https://m.media-amazon.com/images/M/MV5BNjU2YmZmZjMtODU3Yi00MDczLWIzMmUtMWUwZGI0ODk4ZjI1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.9,83,,,Young And Innocent,,1937
"Richard Gere, Susan Sarandon, Tim Roth, Brit Marling",Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.,7918283.0,套利交易,"USA, Poland",,,,"Drama, Thriller",tt1764183,,,A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.,https://m.media-amazon.com/images/M/MV5BODU5ODYyNzM1MF5BMl5BanBnXkFtZTcwNDEwNTQwOA@@._V1_SX300.jpg,6.6,107,,,Arbitrage,,2012
"Al Pacino, Jeremy Irons, Joseph Fiennes, Lynn Collins",Nominated for 1 BAFTA Film Award. Another 2 wins & 6 nominations.,3300000.0,威尼斯商人,"USA, Italy, Luxembourg, UK",,,,"Drama, Romance",tt0379889,,,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.",https://m.media-amazon.com/images/M/MV5BMGJiNGUxZGYtM2U2YS00ZjJlLThlNjQtYTVkNWUxZGRmYTk4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,7.0,131,,,The Merchant of Venice,,2004
"Alison Garland, Jean Ainslie, Timothy Spall, Badi Uzzaman",3 wins & 13 nominations.,,折翼天使,"UK, France",,,,Drama,tt0286261,,,"In a poor working class London home Penny's love for her partner, taxi-driver Phil, has run dry, but when an unexpected tragedy occurs, they and their local community are brought together, and they rediscover their love.",https://m.media-amazon.com/images/M/MV5BMjQ3NzM1NjA0NF5BMl5BanBnXkFtZTcwNjQ4MDQ3NA@@._V1_SX300.jpg,7.5,128,,,All or Nothing,,2002
"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly",Won 5 Oscars. Another 81 wins & 130 nominations.,102563680.0,飞行家,"Germany, USA",,,,"Biography, Drama",tt0338751,,,A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,https://m.media-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,170,,,The Aviator,,2004
"Masahiro Motoki, Tsutomu Yamazaki, Ryôko Hirosue, Kazuko Yoshiyuki",Won 1 Oscar. Another 39 wins & 11 nominations.,1500000.0,入殓师,Japan,,,,"Drama, Music",tt1069238,,,A newly unemployed cellist takes a job preparing the dead for funerals.,https://m.media-amazon.com/images/M/MV5BMTUzOTcwOTA2NV5BMl5BanBnXkFtZTcwNDczMzczMg@@._V1_SX300.jpg,8.1,130,,,Departures,,2008
"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor",4 wins & 13 nominations.,102461592.0,招魂2：恩菲尔德吵闹鬼,"Canada, USA, UK",,,,"Horror, Mystery, Thriller",tt3065204,,,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,https://m.media-amazon.com/images/M/MV5BZjU5OWVlN2EtODNlYy00MjhhLWI0MDUtMTA3MmQ5MGMwYTZmXkEyXkFqcGdeQXVyNjE5MTM4MzY@._V1_SX300.jpg,7.3,134,,,The Conjuring,,2016
"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter",Nominated for 4 Oscars. Another 6 wins & 9 nominations.,,后窗,USA,,,,"Mystery, Thriller",tt0047396,,,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,https://m.media-amazon.com/images/M/MV5BYjJkZGVjMDMtMzNmZS00NDQ3LWE1YWEtMDlmYjExMTA4MGFkXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,8.4,112,,,Rear Window,,1954
"Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau",Nominated for 1 Oscar. Another 15 wins & 27 nominations.,,罗密欧与朱丽叶,"USA, Mexico, Australia",,,,"Drama, Romance",tt0117509,,,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,https://m.media-amazon.com/images/M/MV5BMGU4YmI1ZGQtZjExYi00M2E0LTgyYTAtNzQ5ZmVlMTk4NzUzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.7,120,,,Romeo + Juliet,,1996
"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",Won 7 Oscars. Another 233 wins & 182 nominations.,274084960.0,地心引力,"UK, USA",,,,"Drama, Sci-Fi, Thriller",tt1454468,,,Two astronauts work together to survive after an accident leaves them stranded in space.,https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg,7.7,91,,,Gravity,,2013
"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt",Nominated for 2 Oscars. Another 37 wins & 80 nominations.,31500000.0,暴力史,"USA, Germany, Canada",,,,"Drama, Thriller",tt0399146,,,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core in this action thriller.",https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_SX300.jpg,7.4,96,,,A History Of Violence,,2005
"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",6 nominations.,,金衣女人,UK,,,,"Biography, Drama, History",tt2404425,,,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",https://m.media-amazon.com/images/M/MV5BMTExMTUxNDQ5MjdeQTJeQWpwZ15BbWU4MDk4NTgxMzQx._V1_SX300.jpg,7.3,109,,,Woman in Gold,,2015
"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston",15 wins & 22 nominations.,137387264.0,招魂1：恩菲尔德吵闹鬼,USA,,,,"Horror, Mystery, Thriller",tt1457767,,,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX300.jpg,7.5,112,,,The Conjuring,,2013
"Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks",Nominated for 2 Oscars. Another 15 wins & 35 nominations.,,荒岛余生,USA,,,,"Adventure, Drama, Romance",tt0162222,,,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,7.8,143,,,Cast Away,,2000
"Ahmet Ertegun, Nesuhi Ertegün, Matt Dillon, Clive Toye",1 nomination.,,一奏顷情,"UK, USA",,,,"Documentary, Sport",tt0489247,,,The rise and fall of the N.Y. Cosmos. The soccer team that brought Pele to America; against the backdrop of N.Y. City in the 70's.,https://m.media-amazon.com/images/M/MV5BNzAwMjYyNjEyN15BMl5BanBnXkFtZTcwNTIxNjMzMQ@@._V1_SX300.jpg,7.2,97,,,Once,,2006
"Tom Cruise, Kenneth Branagh, Bill Nighy, Tom Wilkinson",2 wins & 11 nominations.,82989112.0,行动目标希特勒,"USA, Germany, Italy, Spain, France, Japan",,,,"Drama, History, Thriller, War",tt0985699,,,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",https://m.media-amazon.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_SX300.jpg,7.1,121,,,Valkyrie,,2008
"Joaquin Phoenix, Eva Mendes, Danny Hoch, Alex Veadov",1 win & 6 nominations.,27600000.0,我们拥有夜晚,USA,,,,"Crime, Drama, Thriller",tt0498399,,,A New York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.,https://m.media-amazon.com/images/M/MV5BMTY0MTQ5OTcyNF5BMl5BanBnXkFtZTcwMDE0NzUzMw@@._V1_SX300.jpg,6.8,117,,,We Own the Night,,2007
"Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany",15 wins & 19 nominations.,2101584.0,香水,"Germany, France, Spain, USA",,,,"Crime, Drama",tt0396171,,,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",https://m.media-amazon.com/images/M/MV5BMTI0NjUyMTk3Nl5BMl5BanBnXkFtZTcwOTA5MzkzMQ@@._V1_SX300.jpg,7.5,147,,,Perfume The Story of a Murderer,,2006
"Forest Whitaker, James McAvoy, Kerry Washington, Gillian Anderson",Won 1 Oscar. Another 48 wins & 31 nominations.,17449410.0,末代独裁,"UK, Germany",,,,"Biography, Drama, History, Thriller",tt0455590,,,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,https://m.media-amazon.com/images/M/MV5BMjM1NTkxNjkzMl5BMl5BanBnXkFtZTgwNDgwMDAxMzE@._V1_SX300.jpg,7.7,123,,,The Last King of Scotland,,2006
"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",3 wins & 5 nominations.,73343416.0,守法公民,USA,,,,"Action, Crime, Drama, Thriller",tt1197624,,,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,https://m.media-amazon.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX300.jpg,7.4,109,,,Law Abiding Citizen,,2009
"Sean Connery, Christian Slater, Helmut Qualtinger, Elya Baskin",Won 2 BAFTA Film Awards. Another 15 wins & 5 nominations.,,玫瑰之名,"West Germany, Italy, France",,,,"Crime, Drama, Mystery, Thriller",tt0091605,,,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,https://m.media-amazon.com/images/M/MV5BZjEyZTdhNDMtMWFkMS00ZmRjLWEyNmEtZDU3MWFkNDEzMDYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.7,130,,,The Name of the Rose,,1986
"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood",Nominated for 1 Oscar. Another 18 wins & 63 nominations.,5997134.0,亲密治疗,USA,,,,"Biography, Comedy, Drama, Romance",tt1866249,,,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,https://m.media-amazon.com/images/M/MV5BNzA5OTUxNDEwNF5BMl5BanBnXkFtZTcwMjczMjEzOA@@._V1_SX300.jpg,7.2,95,,,The Sessions,,2012
"Thomas Doret, Cécile de France, Jérémie Renier, Fabrizio Rongione",Nominated for 1 Golden Globe. Another 9 wins & 28 nominations.,1384749.0,单车少年,"Belgium, France, Italy",,,,Drama,tt1827512,,,"Abandoned by his father, a young boy is left in a state-run youth farm. In a random act of kindness, the town hair-dresser agrees to foster him on week-ends.",https://m.media-amazon.com/images/M/MV5BMTQ3OTE3MzAyMl5BMl5BanBnXkFtZTcwNDU1OTIzNw@@._V1_SX300.jpg,7.4,87,,,The Kid With A Bike,,2011
"Zbigniew Cybulski, Ewa Krzyzewska, Waclaw Zastrzezynski, Adam Pawlikowski",Nominated for 2 BAFTA Film Awards. Another 1 win.,,灰烬与钻石,Poland,,,,"Drama, Romance, War",tt0052080,,,"As WWII and the German occupation ends, the Polish resistance and the Russian forces turn on each other in an attempt to take over leadership in Communist Poland.",https://m.media-amazon.com/images/M/MV5BOWY3NmI0MmQtYTI0MC00OTkxLThmYTYtMTc1MWQ3NWFiYmY3L2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,7.8,103,,,Ashes And Diamonds,,1958
"Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim",Nominated for 1 BAFTA Film Award. Another 14 wins & 15 nominations.,95849.0,这就是英格兰,UK,,,,"Crime, Drama",tt0480025,,,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",https://m.media-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDIwLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.7,101,,,This Is England,,2006
"Max von Sydow, Birgitta Valberg, Gunnel Lindblom, Birgitta Pettersson",Won 1 Oscar. Another 4 wins & 2 nominations.,,处女泉,Sweden,,,,Drama,tt0053976,,,"An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way.",https://m.media-amazon.com/images/M/MV5BZjgyMzZkMGUtNTBhZC00OTkzLWI4ZmMtYzcwMzc5MjQ0YTM3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,8.1,89,,,The Virgin Spring,,1960
"Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden",Won 4 Oscars. Another 13 wins & 15 nominations.,,欲望号街车,USA,,,,Drama,tt0044081,,,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,https://m.media-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,8.0,122,,,A Streetcar Named Desire,,1951
"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian",7 wins & 15 nominations.,939471.0,机械师,"Spain, France, UK, USA",,,,"Drama, Thriller",tt0361862,,,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,7.7,101,,,The Machinist,,2004
"Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn",8 wins & 11 nominations.,900000.0,告密者,"Canada, Germany",,,,"Biography, Crime, Drama",tt0896872,,,"A drama based on the experiences of Kathryn Bolkovac, a Nebraska cop who served as a peacekeeper in post-war Bosnia and outed the U.N. for covering up a sex trafficking scandal.",https://m.media-amazon.com/images/M/MV5BMTkwNzU4MDk1OF5BMl5BanBnXkFtZTcwMjIyMjg4NQ@@._V1_SX300.jpg,7.1,112,,,The Whistleblower,,2010
"Russell Crowe, Elizabeth Banks, Michael Buie, Moran Atias",3 nominations.,21100000.0,三日危情,"USA, France",,,,"Action, Crime, Drama, Romance, Thriller",tt1458175,,,A married couple's life is turned upside down when the wife is accused of a murder.,https://m.media-amazon.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_SX300.jpg,7.4,133,,,The Next Three Days,,2010
"Sibel Kekilli, Nizam Schiller, Derya Alabora, Settar Tanriögen",30 wins & 13 nominations.,16218.0,当我们离开,Germany,,,,Drama,tt1288376,,,"Umay is a young woman of Turkish descent, fighting for an independent and self-determined life in Germany against the resistance of her family. Her struggle initiates a dynamic, which results in a life-threatening situation.",https://m.media-amazon.com/images/M/MV5BMTQ0MDYyNjI2Ml5BMl5BanBnXkFtZTcwMDkzNTQwNA@@._V1_SX300.jpg,7.5,119,,,When We Leave,,2010
"Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight",Won 1 Oscar. Another 42 wins & 135 nominations.,34237104.0,通天塔,"France, USA, Mexico, Morocco",,,,Drama,tt0449467,,,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",https://m.media-amazon.com/images/M/MV5BYTJkZDljNGYtNjRiNC00ZmY2LTg1NmItYTI1MTllNDQzMWVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.4,143,,,Babel,,2006
"Colin Firth, Scarlett Johansson, Tom Wilkinson, Judy Parfitt",Nominated for 3 Oscars. Another 17 wins & 42 nominations.,11505906.0,戴珍珠耳环的少女,"UK, Luxembourg, France, Belgium, USA",,,,"Biography, Drama, Romance",tt0335119,,,A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,https://m.media-amazon.com/images/M/MV5BOTU3NTg5NDYtNWNkMC00ODZiLTljZjQtNjZhNjlhNjZiNDBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.9,100,,,Girl with a Pearl Earring,,2003
"Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo",Won 4 Oscars. Another 70 wins & 86 nominations.,123836416.0,毒品网络,"USA, Mexico, Germany",,,,"Crime, Drama, Thriller",tt0181865,,,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.6,147,,,Traffic,,2000
"Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Osugi",13 wins & 10 nominations.,1908028.0,新哥斯拉,Japan,,,,"Action, Adventure, Drama, Horror, Sci-Fi",tt4262980,,,Japan is plunged into chaos upon the appearance of a giant monster.,https://m.media-amazon.com/images/M/MV5BODQ4ZmIzNWMtY2NiYi00MmM1LWFjMGQtMDE0Nzc1NzhjNjEyXkEyXkFqcGdeQXVyNDUwNzM4MzQ@._V1_SX300.jpg,6.7,120,,,Shin Godzilla,,2016
"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo",Nominated for 2 Oscars. Another 6 wins & 38 nominations.,53100000.0,致命魔术,"UK, USA",,,,"Drama, Mystery, Sci-Fi, Thriller",tt0482571,,,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SX300.jpg,8.5,130,,,The Prestige,,2006
"Irène Jacob, Halina Gryglaszewska, Kalina Jedrusik, Aleksander Bardini",Nominated for 1 Golden Globe. Another 11 wins & 10 nominations.,,两生花,"France, Poland, Norway",,,,"Drama, Fantasy, Music, Mystery, Romance",tt0101765,,,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.8,98,,,The Double Life of Veronique,,1991
"James Cagney, Priscilla Lane, Humphrey Bogart, Gladys George",2 wins.,,私枭血,USA,,,,"Crime, Drama, Film-Noir, Thriller",tt0031867,,,Three men attempt to make a living in Prohibitionist America after returning home from fighting together in World War I.,https://m.media-amazon.com/images/M/MV5BYTAwMTY5YjYtN2U1MC00ZGUxLWE2NzgtM2E1NDQ0Njk2ZWJhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,8.0,106,,,The Roaring Twenties,,1939
